Course-Sec,Activity,CRN,Course Name,Instructor,Day,Time,Location,Status,Waitlist
PHYS711-01,DIS,21666,PhD. Pre-Dissertation,None,None,None,None,Open,Closed
PHYS712-01,DIS,21667,PhD. Dissertation,None,None,None,None,Open,Closed
PHYS712-02,DIS,21675,PhD. Dissertation,None,None,None,None,Open,Closed
PHYS712-03,DIS,21676,PhD. Dissertation,None,None,None,None,Open,Closed
PHYS712-04,DIS,21677,PhD. Dissertation,KHALIL ZIQ,None,None,None,Closed,Closed
PHYS712-05,DIS,21678,PhD. Dissertation,None,None,None,None,Open,Closed
PHYS712-06,DIS,21764,PhD. Dissertation,None,None,None,None,Open,Closed
MATH001-01,LEC,20606,Preparatory Mathematics I,None,UMTR,0700-0750,57-306,Open,Closed
MATH001-02,LEC,20607,Preparatory Mathematics I,None,UMTR,0800-0850,57-306,Open,Closed
MATH001-03,LEC,20609,Preparatory Mathematics I,None,UMTR,1000-1050,57-306,Open,Closed
MATH001-04,LEC,20827,Preparatory Mathematics I,None,UMTR,1300-1350,57-306,Open,Closed
MATH001-F01,LEC,20613,Preparatory Mathematics I,None,UMTW,0700-0750,58-0025,Closed,Closed
MATH002-01,LEC,20614,Preparatory Mathematics II,None,UMTR,0700-0750,57-303,Open,Closed
MATH002-02,LEC,20615,Preparatory Mathematics II,None,UMTR,0700-0750,57-309,Open,Closed
MATH002-03,LEC,20616,Preparatory Mathematics II,None,UMTR,0700-0750,57-307,Open,Closed
MATH002-04,LEC,20617,Preparatory Mathematics II,None,UMTR,0700-0750,57-318,Open,Closed
MATH002-05,LEC,20619,Preparatory Mathematics II,None,UMTR,0800-0850,57-303,Open,Closed
MATH002-06,LEC,20620,Preparatory Mathematics II,None,UMTR,0800-0850,57-309,Open,Closed
MATH002-07,LEC,20621,Preparatory Mathematics II,None,UMTR,0800-0850,57-307,Open,Closed
MATH002-08,LEC,20622,Preparatory Mathematics II,None,UMTR,0800-0850,57-318,Open,Closed
MATH002-09,LEC,20624,Preparatory Mathematics II,None,UMTR,0900-0950,57-303,Open,Closed
MATH002-10,LEC,20625,Preparatory Mathematics II,None,UMTR,0900-0950,57-309,Open,Closed
MATH002-11,LEC,20626,Preparatory Mathematics II,None,UMTR,0900-0950,57-307,Open,Closed
MATH002-13,LEC,20629,Preparatory Mathematics II,None,UMTR,1000-1050,57-303,Open,Closed
MATH002-14,LEC,20630,Preparatory Mathematics II,None,UMTR,1000-1050,57-309,Open,Closed
MATH002-15,LEC,20631,Preparatory Mathematics II,None,UMTR,1000-1050,57-307,Open,Closed
MATH002-16,LEC,20632,Preparatory Mathematics II,None,UMTR,1000-1050,57-318,Open,Closed
MATH002-17,LEC,20634,Preparatory Mathematics II,None,UMTR,1100-1150,57-303,Open,Closed
MATH002-18,LEC,20635,Preparatory Mathematics II,None,UMTR,1100-1150,57-309,Open,Closed
MATH002-19,LEC,20636,Preparatory Mathematics II,None,UMTR,1100-1150,57-307,Open,Closed
MATH002-20,LEC,20637,Preparatory Mathematics II,None,UMTR,1100-1150,57-318,Open,Closed
MATH002-21,LEC,20639,Preparatory Mathematics II,None,UMTR,1300-1350,57-303,Open,Closed
MATH002-23,LEC,20641,Preparatory Mathematics II,None,UMTR,1300-1350,57-307,Open,Closed
MATH002-24,LEC,20642,Preparatory Mathematics II,None,UMTR,1300-1350,57-318,Open,Closed
MATH002-26,LEC,20645,Preparatory Mathematics II,None,UMTR,1400-1450,57-309,Open,Closed
MATH002-27,LEC,20646,Preparatory Mathematics II,None,UMTR,1400-1450,57-307,Open,Closed
MATH002-28,LEC,20647,Preparatory Mathematics II,None,UMTR,1400-1450,57-318,Open,Closed
MATH002-29,LEC,20649,Preparatory Mathematics II,None,UMTR,1520-1610,57-303,Open,Closed
MATH002-30,LEC,20650,Preparatory Mathematics II,None,UMTR,1520-1610,57-309,Open,Closed
MATH002-31,LEC,20651,Preparatory Mathematics II,None,UMTR,1520-1610,57-307,Open,Closed
MATH002-F01,LEC,21799,Preparatory Mathematics II,None,UMTW,0700-0750,58-0023,Open,Closed
MATH002-F02,LEC,20623,Preparatory Mathematics II,None,UMTW,0800-0850,58-0023,Open,Closed
MATH002-F03,LEC,22571,Preparatory Mathematics II,None,UMTW,0800-0850,58-0025,Open,Closed
MATH002-F04,LEC,22573,Preparatory Mathematics II,None,UMTW,0900-0950,58-0023,Open,Closed
MATH002-F05,LEC,20628,Preparatory Mathematics II,None,UMTW,0900-0950,58-0025,Open,Closed
MATH002-F06,LEC,21800,Preparatory Mathematics II,None,UMTW,1000-1050,58-0023,Open,Closed
MATH002-F07,LEC,20633,Preparatory Mathematics II,None,UMTW,1000-1050,58-0025,Open,Closed
MATH002-F08,LEC,20648,Preparatory Mathematics II,None,UMTW,1100-1150,58-0023,Open,Closed
MATH002-F09,LEC,22572,Preparatory Mathematics II,None,UMTW,1100-1150,58-0025,Open,Closed
MATH002-F10,LEC,20638,Preparatory Mathematics II,None,UMTW,1300-1350,58-0023,Open,Closed
MATH002-F11,LEC,21801,Preparatory Mathematics II,None,UMTW,1300-1350,58-0025,Open,Closed
MATH002-F12,LEC,21803,Preparatory Mathematics II,None,UMTW,1400-1450,58-0023,Open,Closed
MATH002-F13,LEC,20643,Preparatory Mathematics II,None,UMTW,1400-1450,58-0025,Open,Closed
MATH002-F14,LEC,20618,Preparatory Mathematics II,None,UMTW,1520-1610,58-0023,Open,Closed
MATH002-F15,LEC,21802,Preparatory Mathematics II,None,UMTW,1520-1610,58-0025,Open,Closed
PYP 001-01,LEC,20654,Preparatory Physical Science,None,UW,0800-0850,57-219,Open,Closed
PYP 001-02,LEC,20655,Preparatory Physical Science,None,UW,0800-0850,57-221,Open,Closed
PYP 001-03,LEC,20656,Preparatory Physical Science,None,MR,0800-0850,57-219,Open,Closed
PYP 001-04,LEC,20657,Preparatory Physical Science,None,MR,0800-0850,57-221,Open,Closed
PYP 001-05,LEC,20658,Preparatory Physical Science,None,UW,0900-0950,57-219,Open,Closed
PYP 001-06,LEC,20659,Preparatory Physical Science,None,UW,0900-0950,57-221,Open,Closed
PYP 001-07,LEC,20660,Preparatory Physical Science,None,MR,0900-0950,57-219,Open,Closed
PYP 001-08,LEC,20661,Preparatory Physical Science,None,MR,0900-0950,57-221,Open,Closed
PYP 001-09,LEC,20662,Preparatory Physical Science,None,UW,1000-1050,57-219,Open,Closed
PYP 001-10,LEC,20663,Preparatory Physical Science,None,UW,1000-1050,57-221,Open,Closed
PYP 001-11,LEC,20664,Preparatory Physical Science,None,MR,1000-1050,57-219,Open,Closed
PYP 001-12,LEC,20665,Preparatory Physical Science,None,MR,1000-1050,57-221,Open,Closed
PYP 001-13,LEC,20666,Preparatory Physical Science,None,UW,1100-1150,57-219,Open,Closed
PYP 001-14,LEC,20667,Preparatory Physical Science,None,UW,1100-1150,57-221,Open,Closed
PYP 001-15,LEC,20668,Preparatory Physical Science,None,MR,1100-1150,57-219,Open,Closed
PYP 001-16,LEC,20669,Preparatory Physical Science,None,MR,1100-1150,57-221,Open,Closed
PYP 001-17,LEC,20670,Preparatory Physical Science,None,UW,1300-1350,57-219,Open,Closed
PYP 001-18,LEC,20671,Preparatory Physical Science,None,UW,1300-1350,57-221,Open,Closed
PYP 001-19,LEC,20672,Preparatory Physical Science,None,MR,1300-1350,57-219,Open,Closed
PYP 001-20,LEC,20673,Preparatory Physical Science,None,MR,1300-1350,57-221,Open,Closed
PYP 001-21,LEC,20674,Preparatory Physical Science,None,UW,1400-1450,57-219,Open,Closed
PYP 001-22,LEC,20675,Preparatory Physical Science,None,UW,1400-1450,57-221,Open,Closed
PYP 001-23,LEC,20676,Preparatory Physical Science,None,MR,1400-1450,57-219,Open,Closed
PYP 001-24,LEC,20678,Preparatory Physical Science,None,UW,1520-1610,57-219,Open,Closed
PYP 001-25,LEC,20679,Preparatory Physical Science,None,UW,1520-1610,57-005,Open,Closed
PYP 001-26,LEC,20680,Preparatory Physical Science,None,MR,1520-1610,57-219,Open,Closed
PYP 001-27,LEC,20681,Preparatory Physical Science,None,MR,1520-1610,57-221,Open,Closed
PYP 001-28,LEC,20682,Preparatory Physical Science,None,UW,1620-1710,57-219,Open,Closed
PYP 001-29,LEC,21805,Preparatory Physical Science,None,MR,1620-1710,57-221,Open,Closed
PYP 001-30,LEC,20677,Preparatory Physical Science,None,UW,1620-1710,57-221,Open,Closed
PYP 001-F01,LEC,20683,Preparatory Physical Science,None,MR,0800-0850,58-0027,Open,Closed
PYP 001-F02,LEC,20684,Preparatory Physical Science,None,UW,0900-0950,58-0027,Open,Closed
PYP 001-F03,LEC,22575,Preparatory Physical Science,None,UW,1000-1050,58-0027,Open,Closed
PYP 001-F04,LEC,22576,Preparatory Physical Science,None,MR,1100-1150,58-0027,Open,Closed
PYP 001-F05,LEC,22578,Preparatory Physical Science,None,UW,1300-1350,58-0027,Open,Closed
PYP 001-F06,LEC,22579,Preparatory Physical Science,None,MR,1400-1450,58-0027,Open,Closed
PYP 001-F07,LEC,22580,Preparatory Physical Science,None,MR,1520-1610,58-0027,Open,Closed
PYP 001-F08,LEC,22577,Preparatory Physical Science,None,UW,1520-1610,58-0027,Open,Closed
PYP 001-F09,LEC,22581,Preparatory Physical Science,None,UW,1620-1710,58-0027,Open,Closed
PYP 002-01,LAB,20685,Preparatory Computer Science,None,U,0800-0950,57-204,Open,Closed
PYP 002-02,LAB,20687,Preparatory Computer Science,None,M,0800-0950,57-204,Open,Closed
PYP 002-03,LAB,20689,Preparatory Computer Science,None,T,0800-0950,57-206,Open,Closed
PYP 002-04,LAB,20690,Preparatory Computer Science,None,T,0800-0950,57-204,Open,Closed
PYP 002-05,LAB,21806,Preparatory Computer Science,None,W,0800-0950,57-206,Open,Closed
PYP 002-06,LAB,20691,Preparatory Computer Science,None,R,0800-0950,57-204,Open,Closed
PYP 002-07,LAB,20693,Preparatory Computer Science,None,U,1000-1150,57-204,Open,Closed
PYP 002-08,LAB,20694,Preparatory Computer Science,None,U,1000-1150,57-206,Open,Closed
PYP 002-09,LAB,20695,Preparatory Computer Science,None,M,1000-1150,57-204,Open,Closed
PYP 002-10,LAB,20696,Preparatory Computer Science,None,T,1000-1150,57-204,Open,Closed
PYP 002-11,LAB,21808,Preparatory Computer Science,None,W,1000-1150,57-206,Open,Closed
PYP 002-12,LAB,20699,Preparatory Computer Science,None,R,1000-1150,57-204,Open,Closed
PYP 002-13,LAB,20701,Preparatory Computer Science,None,U,1300-1450,57-204,Open,Closed
PYP 002-14,LAB,20703,Preparatory Computer Science,None,M,1300-1450,57-204,Open,Closed
PYP 002-15,LAB,21809,Preparatory Computer Science,None,M,1300-1450,57-206,Open,Closed
PYP 002-16,LAB,20704,Preparatory Computer Science,None,T,1300-1450,57-204,Open,Closed
PYP 002-17,LAB,21810,Preparatory Computer Science,None,W,1300-1450,57-204,Open,Closed
PYP 002-18,LAB,20707,Preparatory Computer Science,None,R,1300-1450,57-204,Open,Closed
PYP 002-19,LAB,20709,Preparatory Computer Science,None,U,1520-1710,57-204,Open,Closed
PYP 002-20,LAB,20711,Preparatory Computer Science,None,M,1520-1710,57-204,Open,Closed
PYP 002-21,LAB,20712,Preparatory Computer Science,None,T,1520-1710,57-204,Open,Closed
PYP 002-22,LAB,20714,Preparatory Computer Science,None,W,1520-1710,57-204,Open,Closed
PYP 002-23,LAB,21812,Preparatory Computer Science,None,W,1520-1710,57-206,Open,Closed
PYP 002-24,LAB,20715,Preparatory Computer Science,None,R,1520-1710,57-204,Open,Closed
PYP 002-F01,LAB,20688,Preparatory Computer Science,None,U,0800-0950,58-1053,Open,Closed
PYP 002-F02,LAB,20692,Preparatory Computer Science,None,T,0800-0950,58-1053,Open,Closed
PYP 002-F03,LAB,20697,Preparatory Computer Science,None,U,1000-1150,58-1053,Open,Closed
PYP 002-F04,LAB,20698,Preparatory Computer Science,None,T,1000-1150,58-None,Open,Closed
PYP 002-F05,LAB,20702,Preparatory Computer Science,None,M,1300-1450,58-1053,Open,Closed
PYP 002-F06,LAB,20708,Preparatory Computer Science,None,W,1300-1450,58-1053,Open,Closed
PYP 002-F07,LAB,20710,Preparatory Computer Science,None,M,1520-1710,58-1053,Open,Closed
PYP 002-F08,LAB,20713,Preparatory Computer Science,None,W,1520-1710,58-1053,Open,Closed
PYP 002-F09,LAB,23872,Preparatory Computer Science,None,T,1520-1710,58-1053,Open,Closed
PYP 003-01,LAB,20717,Life Skills,None,U,0800-0950,57-215,Open,Closed
PYP 003-02,LAB,20718,Life Skills,None,M,0800-0950,57-215,Open,Closed
PYP 003-03,LAB,20720,Life Skills,None,T,0800-0950,57-215,Open,Closed
PYP 003-04,LAB,21814,Life Skills,None,W,0800-0950,57-215,Open,Closed
PYP 003-05,LAB,20723,Life Skills,None,R,0800-0950,57-215,Open,Closed
PYP 003-06,LAB,20724,Life Skills,None,U,1000-1150,57-215,Open,Closed
PYP 003-07,LAB,20725,Life Skills,None,M,1000-1150,57-215,Open,Closed
PYP 003-08,LAB,20726,Life Skills,None,T,1000-1150,57-215,Open,Closed
PYP 003-09,LAB,21817,Life Skills,None,R,1000-1150,57-215,Open,Closed
PYP 003-10,LAB,21818,Life Skills,None,U,1300-1450,57-215,Open,Closed
PYP 003-11,LAB,21819,Life Skills,None,M,1300-1450,57-215,Open,Closed
PYP 003-12,LAB,20733,Life Skills,None,T,1300-1450,57-215,Open,Closed
PYP 003-13,LAB,20735,Life Skills,None,W,1300-1450,57-215,Open,Closed
PYP 003-14,LAB,20738,Life Skills,None,U,1520-1710,57-215,Open,Closed
PYP 003-15,LAB,20739,Life Skills,None,M,1520-1710,57-215,Open,Closed
PYP 003-16,LAB,20741,Life Skills,None,T,1520-1710,57-215,Open,Closed
PYP 003-17,LAB,21822,Life Skills,None,W,1520-1710,57-215,Open,Closed
PYP 003-18,LAB,20719,Life Skills,None,W,1300-1450,57-217,Closed,Closed
PYP 003-F01,LAB,20722,Life Skills,None,M,0800-0950,58-1051,Open,Closed
PYP 003-F02,LAB,20721,Life Skills,None,W,0800-0950,58-1051,Open,Closed
PYP 003-F03,LAB,21816,Life Skills,None,M,1000-1150,58-1051,Open,Closed
PYP 003-F04,LAB,20728,Life Skills,None,W,1000-1150,58-1051,Open,Closed
PYP 003-F05,LAB,20731,Life Skills,None,U,1300-1450,58-1051,Open,Closed
PYP 003-F06,LAB,20734,Life Skills,None,T,1300-1450,58-1051,Open,Closed
PYP 003-F07,LAB,21821,Life Skills,None,U,1520-1710,58-1051,Open,Closed
PYP 003-F08,LAB,20742,Life Skills,None,T,1520-1710,58-1051,Open,Closed
PYP 004-01,LAB,21423,Preparatory Engineering Tech.,None,U,0800-0950,57-112,Open,Closed
PYP 004-02,LAB,21424,Preparatory Engineering Tech.,None,U,0800-0950,57-113,Open,Closed
PYP 004-03,LAB,21425,Preparatory Engineering Tech.,None,U,0800-0950,57-013A,Open,Closed
PYP 004-04,LAB,21427,Preparatory Engineering Tech.,None,M,0800-0950,57-112,Open,Closed
PYP 004-05,LAB,21428,Preparatory Engineering Tech.,None,M,0800-0950,57-113,Open,Closed
PYP 004-06,LAB,21431,Preparatory Engineering Tech.,None,T,0800-0950,57-112,Open,Closed
PYP 004-07,LAB,21432,Preparatory Engineering Tech.,None,T,0800-0950,57-113,Open,Closed
PYP 004-08,LAB,21435,Preparatory Engineering Tech.,None,W,0800-0950,57-112,Open,Closed
PYP 004-09,LAB,21436,Preparatory Engineering Tech.,None,W,0800-0950,57-113,Open,Closed
PYP 004-10,LAB,21439,Preparatory Engineering Tech.,None,R,0800-0950,57-112,Open,Closed
PYP 004-11,LAB,21440,Preparatory Engineering Tech.,None,R,0800-0950,57-113,Open,Closed
PYP 004-12,LAB,21443,Preparatory Engineering Tech.,None,U,1000-1150,57-112,Open,Closed
PYP 004-13,LAB,21444,Preparatory Engineering Tech.,None,U,1000-1150,57-113,Open,Closed
PYP 004-14,LAB,21447,Preparatory Engineering Tech.,None,M,1000-1150,57-112,Open,Closed
PYP 004-15,LAB,21448,Preparatory Engineering Tech.,None,M,1000-1150,57-113,Open,Closed
PYP 004-16,LAB,21449,Preparatory Engineering Tech.,None,M,1000-1150,57-013A,Open,Closed
PYP 004-17,LAB,21451,Preparatory Engineering Tech.,None,T,1000-1150,57-112,Open,Closed
PYP 004-18,LAB,21452,Preparatory Engineering Tech.,None,T,1000-1150,57-113,Open,Closed
PYP 004-19,LAB,21455,Preparatory Engineering Tech.,None,W,1000-1150,57-112,Open,Closed
PYP 004-20,LAB,21456,Preparatory Engineering Tech.,None,W,1000-1150,57-113,Open,Closed
PYP 004-21,LAB,21459,Preparatory Engineering Tech.,None,R,1000-1150,57-112,Open,Closed
PYP 004-22,LAB,21460,Preparatory Engineering Tech.,None,R,1000-1150,57-113,Open,Closed
PYP 004-23,LAB,21463,Preparatory Engineering Tech.,None,U,1300-1450,57-112,Open,Closed
PYP 004-24,LAB,21464,Preparatory Engineering Tech.,None,U,1300-1450,57-113,Open,Closed
PYP 004-25,LAB,21467,Preparatory Engineering Tech.,None,M,1300-1450,57-112,Open,Closed
PYP 004-26,LAB,21468,Preparatory Engineering Tech.,None,M,1300-1450,57-113,Open,Closed
PYP 004-27,LAB,21471,Preparatory Engineering Tech.,None,T,1300-1450,57-112,Open,Closed
PYP 004-28,LAB,21472,Preparatory Engineering Tech.,None,T,1300-1450,57-113,Open,Closed
PYP 004-29,LAB,21473,Preparatory Engineering Tech.,None,T,1300-1450,57-013A,Open,Closed
PYP 004-30,LAB,21475,Preparatory Engineering Tech.,None,W,1300-1450,57-112,Open,Closed
PYP 004-31,LAB,21476,Preparatory Engineering Tech.,None,W,1300-1450,57-113,Open,Closed
PYP 004-32,LAB,21479,Preparatory Engineering Tech.,None,R,1300-1450,57-112,Open,Closed
PYP 004-33,LAB,21480,Preparatory Engineering Tech.,None,R,1300-1450,57-113,Open,Closed
PYP 004-34,LAB,21483,Preparatory Engineering Tech.,None,U,1520-1710,57-112,Open,Closed
PYP 004-35,LAB,21484,Preparatory Engineering Tech.,None,U,1520-1710,57-113,Open,Closed
PYP 004-36,LAB,21487,Preparatory Engineering Tech.,None,M,1520-1710,57-112,Open,Closed
PYP 004-37,LAB,21488,Preparatory Engineering Tech.,None,M,1520-1710,57-113,Open,Closed
PYP 004-38,LAB,21491,Preparatory Engineering Tech.,None,T,1520-1710,57-112,Open,Closed
PYP 004-39,LAB,21492,Preparatory Engineering Tech.,None,T,1520-1710,57-113,Open,Closed
PYP 004-40,LAB,21495,Preparatory Engineering Tech.,None,W,1520-1710,57-112,Open,Closed
PYP 004-41,LAB,21496,Preparatory Engineering Tech.,None,W,1520-1710,57-113,Open,Closed
PYP 004-42,LAB,21499,Preparatory Engineering Tech.,None,R,1520-1710,57-112,Open,Closed
PYP 004-43,LAB,21500,Preparatory Engineering Tech.,None,R,1520-1710,57-113,Open,Closed
PYP 004-F01,LAB,21429,Preparatory Engineering Tech.,None,M,0800-0950,58-1055,Open,Closed
PYP 004-F02,LAB,21433,Preparatory Engineering Tech.,None,T,0800-0950,58-1055,Open,Closed
PYP 004-F03,LAB,21441,Preparatory Engineering Tech.,None,W,0800-0950,58-1055,Open,Closed
PYP 004-F04,LAB,21445,Preparatory Engineering Tech.,None,U,1000-1150,58-1055,Open,Closed
PYP 004-F05,LAB,21450,Preparatory Engineering Tech.,None,M,1000-1150,58-1055,Open,Closed
PYP 004-F06,LAB,21457,Preparatory Engineering Tech.,None,W,1000-1150,58-1055,Open,Closed
PYP 004-F07,LAB,21462,Preparatory Engineering Tech.,None,R,1000-1150,58-1055,Open,Closed
PYP 004-F08,LAB,21465,Preparatory Engineering Tech.,None,U,1300-1450,58-1055,Open,Closed
PYP 004-F09,LAB,21469,Preparatory Engineering Tech.,None,M,1300-1450,58-1055,Open,Closed
PYP 004-F10,LAB,21474,Preparatory Engineering Tech.,None,T,1300-1450,58-1055,Open,Closed
PYP 004-F11,LAB,21481,Preparatory Engineering Tech.,None,R,1300-1450,58-1055,Open,Closed
PYP 004-F12,LAB,21485,Preparatory Engineering Tech.,None,U,1520-1710,58-1055,Open,Closed
PYP 004-F13,LAB,21489,Preparatory Engineering Tech.,None,M,1520-1710,58-1055,Open,Closed
PYP 004-F14,LAB,21493,Preparatory Engineering Tech.,None,T,1520-1710,58-1055,Open,Closed
PYP 004-F15,LAB,21437,Preparatory Engineering Tech.,None,R,1520-1710,58-1055,Open,Closed
ISE 205-01,LEC,20313,Engineering Probability and Statistics,KHALED AL-SHAREEF,UT,1100-1215,76-2233,Open,Closed
ISE 205-03,LEC,20844,Engineering Probability and Statistics,AHMED ATTIA,MW,1000-1115,24-178,Open,Closed
ISE 205-04,LEC,22438,Engineering Probability and Statistics,AHMED ATTIA,MW,1230-1345,24-180,Open,Closed
ISE 291-01,LEC,22687,Introduction to Data Science,MEHRAN ULLAH,UTR,0900-0950,23-011,Closed,Closed
ISE 291-02,LEC,22688,Introduction to Data Science,JUNAID SIDDIQUI,UTR,0900-0950,24-128,Open,Closed
ISE 291-03,LEC,22689,Introduction to Data Science,ZEAD SALEH,UTR,1000-1050,22-121,Closed,Open
ISE 291-04,LEC,22690,Introduction to Data Science,AHMAD ABUSLEEM,UTR,1000-1050,22-125,Closed,Open
ISE 291-05,LEC,22691,Introduction to Data Science,NOMAN ULLAH --,UTR,1100-1150,24-178,Closed,Open
ISE 291-06,LEC,22692,Introduction to Data Science,MUHAMMAD MUNA,UTR,1200-1250,22-119,Closed,Open
ISE 291-07,LEC,22693,Introduction to Data Science,ANAS ABU DAQA,UTR,1300-1350,59-2011,Closed,Open
ISE 291-08,LEC,22694,Introduction to Data Science,RASHAD OTHMAN,UTR,1400-1450,24-153,Closed,Open
ISE 291-09,LEC,22695,Introduction to Data Science,ASIF IQBAL MALIK,UT,1100-1215,76-1124,Closed,Open
ISE 291-10,LEC,22696,Introduction to Data Science,ASIF IQBAL MALIK,UT,1230-1345,23-014,Closed,Open
ISE 291-11,LEC,22697,Introduction to Data Science,BADR ALHARBI,UT,1720-1835,24-146,Open,Closed
ISE 291-12,LEC,22698,Introduction to Data Science,MOJEEB AL-KHIATY,MW,0830-0945,59-1015,Closed,Open
ISE 291-13,LEC,22699,Introduction to Data Science,TAHIR MAHMOOD,MW,1000-1115,59-1011,Closed,Open
ISE 291-17,LEC,22703,Introduction to Data Science,ALI ALSHAIKH,MW,1720-1835,24-151,Open,Closed
ISE 291-18,LEC,24520,Introduction to Data Science,MUHAMMAD AL FIRDAUSI,UTR,1300-1350,59-2017,Closed,Closed
ISE 291-F31,LEC,22700,Introduction to Data Science,WAQAR KHAN,MW,1100-1215,7-102,Open,Closed
ISE 291-F32,LEC,22701,Introduction to Data Science,WAQAR KHAN,MW,1230-1345,7-102,Open,Closed
ISE 303-01,LEC,20905,Operation Research I,MOHAMMAD ABDEL-AAL,UTR,0900-0950,22-121,Open,Closed
ISE 303-02,LEC,20906,Operation Research I,MOHAMMAD ABDEL-AAL,UTR,1000-1050,24-153,Closed,Closed
ISE 303-03,LEC,22085,Operation Research I,OMAR ALSAWAFY,MW,1000-1115,22-127,Closed,Open
ISE 303-04,LEC,22708,Operation Research I,OMAR ALSAWAFY,MW,1400-1515,24-137,Open,Closed
ISE 307-01,LEC,20316,Engineering Economic Analysis,ASIF IQBAL MALIK,UTR,0900-0950,24-129,Closed,Closed
ISE 307-02,LEC,20315,Engineering Economic Analysis,MOHAMED DARGHOUTH,UT,1100-1215,22-134,Closed,Open
ISE 307-03,LEC,20317,Engineering Economic Analysis,ABDULLAH GHAMDI,UT,1720-1835,24-149,Open,Closed
ISE 307-04,LEC,21539,Engineering Economic Analysis,YASSER ALMOGHATHAWI,MW,0830-0945,22-119,Open,Closed
ISE 307-05,LEC,21076,Engineering Economic Analysis,YASSER ALMOGHATHAWI,MW,1000-1115,22-134,Closed,Open
ISE 307-06,LEC,20587,Engineering Economic Analysis,HAITHAM SALEH,MW,1230-1345,22-119,Closed,Open
ISE 307-07,LEC,22439,Engineering Economic Analysis,None,MW,1720-1835,24-149,Open,Closed
ISE 315-01,LEC,22440,Engineering Statistics,MOHAMMAD NABHAN,UT,1230-1345,24-128,Closed,Open
ISE 315-02,LEC,22441,Engineering Statistics,MOHAMMAD NABHAN,UT,1530-1645,24-165,Open,Closed
